База данных обычного бетона — Normal Concrete ML Dataset;;;;;;;;;;;
Всего строк: 2412  |  Оба таргета (Slump+CS): 873  |  Только CS_28d: 1539  |  Источники: UCI Slump Test (Yeh,2007), Mendeley Guangxi (2022), UCI CS (Yeh,1998), Лист6;;;;;;;;;;;
Цемент (кг/м³);Шлак BFS (кг/м³);Зола-унос (кг/м³);Микрокремнезём (кг/м³);Вода (кг/м³);Суперпластификатор (кг/м³);ЩебеньКрупный заполнитель (кг/м³);Песок Мелкий заполнитель (кг/м³);Возраст (дней);Осадка конуса (мм)  ← ТАРГЕТ 1;Прочность CS_28d (МПа)  ← ТАРГЕТ 2;Источник
162,00;190,10;148,10;0,00;178,80;18,80;838,10;741,40;28;;33,76;UCI_Yeh1998_CS_only
153,60;144,20;112,30;0,00;220,10;10,10;923,20;657,90;28;;16,5;UCI_Yeh1998_CS_only
146,50;114,60;89,30;0,00;201,90;8,80;860,00;829,50;28;;19,99;UCI_Yeh1998_CS_only
151,80;178,10;138,70;0,00;167,50;18,30;944,00;694,60;28;;36,35;UCI_Yeh1998_CS_only
309,90;142,80;111,20;0,00;167,80;22,10;913,90;651,20;28;;38,22;UCI_Yeh1998_CS_only
143,60;0,00;174,90;0,00;158,40;17,90;942,70;844,50;28;;15,42;UCI_Yeh1998_CS_only
303,60;139,90;0,00;0,00;213,50;6,20;895,50;722,50;28;;33,42;UCI_Yeh1998_CS_only
374,30;0,00;0,00;0,00;190,20;6,70;1 013,20;730,40;28;;39,06;UCI_Yeh1998_CS_only
158,60;148,90;116,00;0,00;175,10;15,00;953,30;719,70;28;;27,68;UCI_Yeh1998_CS_only
152,60;238,70;0,00;0,00;200,00;6,30;1 001,80;683,90;28;;26,86;UCI_Yeh1998_CS_only
310,00;142,80;0,00;0,00;167,90;10,00;914,30;804,00;28;;45,3;UCI_Yeh1998_CS_only
304,80;0,00;99,60;0,00;196,00;9,80;959,40;705,20;28;;30,12;UCI_Yeh1998_CS_only
150,90;0,00;183,90;0,00;166,60;11,60;991,20;772,20;28;;15,57;UCI_Yeh1998_CS_only
141,90;166,60;129,70;0,00;173,50;10,90;882,60;785,30;28;;44,61;UCI_Yeh1998_CS_only
297,80;137,20;106,90;0,00;201,30;6,00;878,40;655,30;28;;53,52;UCI_Yeh1998_CS_only
321,30;164,20;0,00;0,00;190,50;4,60;870,00;774,00;28;;57,22;UCI_Yeh1998_CS_only
366,00;187,00;0,00;0,00;191,30;6,60;824,30;756,90;28;;65,91;UCI_Yeh1998_CS_only
279,80;128,90;100,40;0,00;172,40;9,50;825,10;804,90;28;;52,83;UCI_Yeh1998_CS_only
252,10;97,10;75,60;0,00;193,80;8,30;835,50;821,40;28;;33,4;UCI_Yeh1998_CS_only
164,60;0,00;150,40;0,00;181,60;11,70;1 023,30;728,90;28;;18,03;UCI_Yeh1998_CS_only
155,60;243,50;0,00;0,00;180,30;10,70;1 022,00;697,70;28;;37,36;UCI_Yeh1998_CS_only
160,20;188,00;146,40;0,00;203,20;11,30;828,70;709,70;28;;35,31;UCI_Yeh1998_CS_only
298,10;0,00;107,00;0,00;186,40;6,10;879,00;815,20;28;;42,64;UCI_Yeh1998_CS_only
317,90;0,00;126,50;0,00;209,70;5,70;860,50;736,60;28;;40,06;UCI_Yeh1998_CS_only
287,30;120,50;93,90;0,00;187,60;9,20;904,40;695,90;28;;43,8;UCI_Yeh1998_CS_only
325,60;166,40;0,00;0,00;174,00;8,90;881,60;790,00;28;;61,24;UCI_Yeh1998_CS_only
355,90;0,00;141,60;0,00;193,30;11,00;801,40;778,40;28;;40,87;UCI_Yeh1998_CS_only
132,00;206,50;160,90;0,00;178,90;5,50;866,90;735,60;28;;33,31;UCI_Yeh1998_CS_only
322,50;148,60;0,00;0,00;185,80;8,50;951,00;709,50;28;;52,43;UCI_Yeh1998_CS_only
164,20;0,00;200,10;0,00;181,20;12,60;849,30;846,00;28;;15,09;UCI_Yeh1998_CS_only
313,80;0,00;112,60;0,00;169,90;10,10;925,30;782,90;28;;38,46;UCI_Yeh1998_CS_only
321,40;0,00;127,90;0,00;182,50;11,50;870,10;779,70;28;;37,27;UCI_Yeh1998_CS_only
139,70;163,90;127,70;0,00;236,70;5,80;868,60;655,60;28;;35,23;UCI_Yeh1998_CS_only
288,40;121,00;0,00;0,00;177,40;7,00;907,90;829,50;28;;42,14;UCI_Yeh1998_CS_only
298,20;0,00;107,00;0,00;209,70;11,10;879,60;744,20;28;;31,88;UCI_Yeh1998_CS_only
264,50;111,00;86,50;0,00;195,50;5,90;832,60;790,40;28;;41,54;UCI_Yeh1998_CS_only
159,80;250,00;0,00;0,00;168,40;12,20;1 049,30;688,20;28;;39,46;UCI_Yeh1998_CS_only
166,00;259,70;0,00;0,00;183,20;12,70;858,80;826,80;28;;37,92;UCI_Yeh1998_CS_only
276,40;116,00;90,30;0,00;179,60;8,90;870,10;768,30;28;;44,28;UCI_Yeh1998_CS_only
322,20;0,00;115,60;0,00;196,00;10,40;817,90;813,40;28;;31,18;UCI_Yeh1998_CS_only
148,50;139,40;108,60;0,00;192,70;6,10;892,40;780,00;28;;23,7;UCI_Yeh1998_CS_only
159,10;186,70;0,00;0,00;175,60;11,30;989,60;788,90;28;;32,77;UCI_Yeh1998_CS_only
260,90;100,50;78,30;0,00;200,60;8,60;864,50;761,50;28;;32,4;UCI_Yeh1998_CS_only
350,00;0,00;0,00;0,00;192,40;0,00;900,00;890,00;28;;50,8;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;1,56;900,00;890,00;28;;73,48;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;2,08;900,00;890,00;28;;71,44;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;2,60;900,00;890,00;28;;65,2;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;3,12;900,00;890,00;28;;59,88;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;3,64;900,00;890,00;28;;53,24;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;4,16;900,00;890,00;28;;45,24;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;4,68;900,00;890,00;28;;38,7;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;5,20;900,00;890,00;28;;29,44;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;52;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;51;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;50,2;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;50;Лист6_Simple_CS_only
324,00;0,00;0,00;0,00;189,26;7,80;900,00;890,00;28;;62;Лист6_Simple_CS_only
324,00;0,00;0,00;0,00;189,26;7,80;900,00;890,00;28;;60,4;Лист6_Simple_CS_only
324,00;0,00;0,00;0,00;189,26;7,80;900,00;890,00;28;;60;Лист6_Simple_CS_only
324,00;0,00;0,00;0,00;189,26;7,80;900,00;890,00;28;;62,1;Лист6_Simple_CS_only
324,00;0,00;0,00;0,00;189,26;7,80;900,00;890,00;28;;61,4;Лист6_Simple_CS_only
298,00;0,00;0,00;0,00;186,11;7,80;900,00;890,00;28;;62,8;Лист6_Simple_CS_only
298,00;0,00;0,00;0,00;186,11;7,80;900,00;890,00;28;;62;Лист6_Simple_CS_only
298,00;0,00;0,00;0,00;186,11;7,80;900,00;890,00;28;;61,6;Лист6_Simple_CS_only
298,00;0,00;0,00;0,00;186,11;7,80;900,00;890,00;28;;61,8;Лист6_Simple_CS_only
298,00;0,00;0,00;0,00;186,11;7,80;900,00;890,00;28;;62,1;Лист6_Simple_CS_only
272,00;0,00;0,00;0,00;182,97;7,80;900,00;890,00;28;;65,8;Лист6_Simple_CS_only
272,00;0,00;0,00;0,00;182,97;7,80;900,00;890,00;28;;66,2;Лист6_Simple_CS_only
272,00;0,00;0,00;0,00;182,97;7,80;900,00;890,00;28;;66,8;Лист6_Simple_CS_only
272,00;0,00;0,00;0,00;182,97;7,80;900,00;890,00;28;;66,4;Лист6_Simple_CS_only
246,00;0,00;0,00;0,00;179,82;7,80;900,00;890,00;28;;70;Лист6_Simple_CS_only
246,00;0,00;0,00;0,00;179,82;7,80;900,00;890,00;28;;70,4;Лист6_Simple_CS_only
246,00;0,00;0,00;0,00;179,82;7,80;900,00;890,00;28;;70,2;Лист6_Simple_CS_only
246,00;0,00;0,00;0,00;179,82;7,80;900,00;890,00;28;;69,8;Лист6_Simple_CS_only
246,00;0,00;0,00;0,00;179,82;7,80;900,00;890,00;28;;70,1;Лист6_Simple_CS_only
220,00;0,00;0,00;0,00;176,68;7,80;900,00;890,00;28;;80,2;Лист6_Simple_CS_only
220,00;0,00;0,00;0,00;176,68;7,80;900,00;890,00;28;;79,8;Лист6_Simple_CS_only
220,00;0,00;0,00;0,00;176,68;7,80;900,00;890,00;28;;79;Лист6_Simple_CS_only
220,00;0,00;0,00;0,00;176,68;7,80;900,00;890,00;28;;78,4;Лист6_Simple_CS_only
220,00;0,00;0,00;0,00;176,68;7,80;900,00;890,00;28;;78,6;Лист6_Simple_CS_only
194,00;0,00;0,00;0,00;173,53;7,80;900,00;890,00;28;;81,2;Лист6_Simple_CS_only
194,00;0,00;0,00;0,00;173,53;7,80;900,00;890,00;28;;81;Лист6_Simple_CS_only
194,00;0,00;0,00;0,00;173,53;7,80;900,00;890,00;28;;84,2;Лист6_Simple_CS_only
194,00;0,00;0,00;0,00;173,53;7,80;900,00;890,00;28;;84;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;60;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;56,8;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;57,2;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;60,2;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;66,5;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;65;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;65,2;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;64,2;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;64;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;64,1;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;60,8;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;62,4;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;63,6;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;62,5;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;63,2;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;60,4;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;63,8;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;61;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;61,2;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;192,40;7,80;900,00;890,00;28;;62,8;Лист6_Simple_CS_only
416,00;0,00;0,00;0,00;178,27;8,87;736,00;893,00;28;;90,1;Лист6_Simple_CS_only
427,00;0,00;0,00;0,00;178,33;8,87;738,00;896,00;28;;89,43;Лист6_Simple_CS_only
437,00;0,00;0,00;0,00;178,07;8,87;740,00;897,00;28;;88,65;Лист6_Simple_CS_only
416,00;0,00;0,00;0,00;178,27;8,30;715,00;868,00;28;;96,1;Лист6_Simple_CS_only
427,00;0,00;0,00;0,00;178,33;8,30;718,00;871,00;28;;94,2;Лист6_Simple_CS_only
437,00;0,00;0,00;0,00;178,07;8,30;728,00;889,00;28;;93,8;Лист6_Simple_CS_only
389,00;0,00;0,00;0,00;178,27;8,87;734,00;891,00;28;;89,75;Лист6_Simple_CS_only
400,00;0,00;0,00;0,00;178,33;8,87;729,00;885,00;28;;87,16;Лист6_Simple_CS_only
410,00;0,00;0,00;0,00;178,07;8,87;748,00;907,00;28;;82,35;Лист6_Simple_CS_only
389,00;0,00;0,00;0,00;178,27;8,30;729,00;885,00;28;;92,2;Лист6_Simple_CS_only
400,00;0,00;0,00;0,00;178,33;8,30;734,00;891,00;28;;89,8;Лист6_Simple_CS_only
410,00;0,00;0,00;0,00;178,07;8,30;726,00;887,00;28;;88,2;Лист6_Simple_CS_only
362,00;0,00;0,00;0,00;178,27;8,87;725,00;880,00;28;;83,24;Лист6_Simple_CS_only
373,00;0,00;0,00;0,00;178,33;8,87;732,00;888,00;28;;79,19;Лист6_Simple_CS_only
383,00;0,00;0,00;0,00;178,07;8,87;731,00;887,00;28;;78,54;Лист6_Simple_CS_only
362,00;0,00;0,00;0,00;178,27;8,30;727,00;874,00;28;;85,5;Лист6_Simple_CS_only
373,00;0,00;0,00;0,00;178,33;8,30;730,00;886,00;28;;83,6;Лист6_Simple_CS_only
383,00;0,00;0,00;0,00;178,07;8,30;732,00;888,00;28;;80,05;Лист6_Simple_CS_only
416,00;0,00;0,00;0,00;189,07;8,87;736,00;893,00;28;;84,77;Лист6_Simple_CS_only
427,00;0,00;0,00;0,00;189,14;8,87;738,00;896,00;28;;82,27;Лист6_Simple_CS_only
437,00;0,00;0,00;0,00;188,86;8,87;740,00;897,00;28;;79,44;Лист6_Simple_CS_only
416,00;0,00;0,00;0,00;189,07;8,30;715,00;868,00;28;;90,1;Лист6_Simple_CS_only
427,00;0,00;0,00;0,00;189,14;8,30;718,00;871,00;28;;88,05;Лист6_Simple_CS_only
437,00;0,00;0,00;0,00;188,86;8,30;728,00;884,00;28;;85,15;Лист6_Simple_CS_only
389,00;0,00;0,00;0,00;189,07;8,87;734,00;891,00;28;;82,65;Лист6_Simple_CS_only
400,00;0,00;0,00;0,00;189,14;8,87;729,00;885,00;28;;81,15;Лист6_Simple_CS_only
410,00;0,00;0,00;0,00;188,86;8,87;748,00;907,00;28;;77,4;Лист6_Simple_CS_only
389,00;0,00;0,00;0,00;189,07;8,30;729,00;885,00;28;;82,6;Лист6_Simple_CS_only
400,00;0,00;0,00;0,00;189,14;8,30;734,00;891,00;28;;81,2;Лист6_Simple_CS_only
410,00;0,00;0,00;0,00;188,86;8,30;726,00;882,00;28;;80,6;Лист6_Simple_CS_only
362,00;0,00;0,00;0,00;189,07;8,87;725,00;880,00;28;;77,8;Лист6_Simple_CS_only
373,00;0,00;0,00;0,00;189,14;8,87;732,00;888,00;28;;75,8;Лист6_Simple_CS_only
383,00;0,00;0,00;0,00;188,86;8,87;731,00;887,00;28;;74,2;Лист6_Simple_CS_only
362,00;0,00;0,00;0,00;189,07;8,30;727,00;882,00;28;;80,05;Лист6_Simple_CS_only
373,00;0,00;0,00;0,00;189,14;8,30;730,00;886,00;28;;79;Лист6_Simple_CS_only
383,00;0,00;0,00;0,00;188,86;8,30;732,00;888,00;28;;78,6;Лист6_Simple_CS_only
416,00;0,00;0,00;0,00;199,87;8,87;736,00;893,00;28;;77,48;Лист6_Simple_CS_only
427,00;0,00;0,00;0,00;199,95;8,87;738,00;896,00;28;;75,45;Лист6_Simple_CS_only
437,00;0,00;0,00;0,00;199,65;8,87;740,00;897,00;28;;73,65;Лист6_Simple_CS_only
416,00;0,00;0,00;0,00;199,87;8,30;715,00;868,00;28;;79,77;Лист6_Simple_CS_only
427,00;0,00;0,00;0,00;199,95;8,30;718,00;871,00;28;;77,56;Лист6_Simple_CS_only
437,00;0,00;0,00;0,00;199,65;8,30;728,00;884,00;28;;75,32;Лист6_Simple_CS_only
389,00;0,00;0,00;0,00;199,87;8,87;734,00;891,00;28;;72,12;Лист6_Simple_CS_only
400,00;0,00;0,00;0,00;199,95;8,87;729,00;885,00;28;;69,54;Лист6_Simple_CS_only
410,00;0,00;0,00;0,00;199,65;8,87;748,00;907,00;28;;67,27;Лист6_Simple_CS_only
389,00;0,00;0,00;0,00;199,87;8,30;729,00;885,00;28;;73,14;Лист6_Simple_CS_only
400,00;0,00;0,00;0,00;199,95;8,30;734,00;891,00;28;;72,35;Лист6_Simple_CS_only
410,00;0,00;0,00;0,00;199,65;8,30;726,00;882,00;28;;70,67;Лист6_Simple_CS_only
362,00;0,00;0,00;0,00;199,87;8,87;725,00;880,00;28;;70,03;Лист6_Simple_CS_only
373,00;0,00;0,00;0,00;199,95;8,87;732,00;888,00;28;;66,78;Лист6_Simple_CS_only
383,00;0,00;0,00;0,00;199,65;8,87;731,00;887,00;28;;63,97;Лист6_Simple_CS_only
362,00;0,00;0,00;0,00;199,87;8,30;727,00;882,00;28;;71,23;Лист6_Simple_CS_only
373,00;0,00;0,00;0,00;199,95;8,30;730,00;886,00;28;;68,94;Лист6_Simple_CS_only
383,00;0,00;0,00;0,00;199,65;8,30;732,00;888,00;28;;65,67;Лист6_Simple_CS_only
480,00;0,00;0,00;0,00;158,40;6,33;903,00;883,00;28;;65,4;Лист6_Simple_CS_only
322,00;0,00;0,00;0,00;151,80;7,71;916,00;896,00;28;;70;Лист6_Simple_CS_only
368,00;0,00;0,00;0,00;151,80;9,97;910,00;890,00;28;;70,3;Лист6_Simple_CS_only
480,00;0,00;0,00;0,00;182,40;3,92;871,00;851,00;28;;59,3;Лист6_Simple_CS_only
322,00;0,00;0,00;0,00;174,80;5,25;885,00;867,00;28;;62,4;Лист6_Simple_CS_only
368,00;0,00;0,00;0,00;174,80;5,88;880,00;861,00;28;;56,2;Лист6_Simple_CS_only
480,00;0,00;0,00;0,00;158,40;9,45;903,00;883,00;28;;67;Лист6_Simple_CS_only
322,00;0,00;0,00;0,00;151,80;12,43;916,00;896,00;28;;74,4;Лист6_Simple_CS_only
368,00;0,00;0,00;0,00;151,80;13,10;910,00;890,00;28;;65,9;Лист6_Simple_CS_only
480,00;0,00;0,00;0,00;182,40;5,23;871,00;851,00;28;;63,6;Лист6_Simple_CS_only
322,00;0,00;0,00;0,00;174,80;6,55;885,00;867,00;28;;65,2;Лист6_Simple_CS_only
368,00;0,00;0,00;0,00;174,80;6,55;880,00;861,00;28;;63,7;Лист6_Simple_CS_only
480,00;0,00;0,00;0,00;158,40;8,49;903,00;883,00;28;;67,4;Лист6_Simple_CS_only
322,00;0,00;0,00;0,00;151,80;13,10;916,00;896,00;28;;72,8;Лист6_Simple_CS_only
368,00;0,00;0,00;0,00;151,80;15,07;910,00;890,00;28;;69,7;Лист6_Simple_CS_only
480,00;0,00;0,00;0,00;182,40;4,32;871,00;851,00;28;;59,4;Лист6_Simple_CS_only
322,00;0,00;0,00;0,00;174,80;6,02;885,00;867,00;28;;58,3;Лист6_Simple_CS_only
368,00;0,00;0,00;0,00;174,80;6,94;880,00;861,00;28;;61,5;Лист6_Simple_CS_only
480,00;0,00;0,00;0,00;158,40;7,19;903,00;883,00;28;;59,7;Лист6_Simple_CS_only
322,00;0,00;0,00;0,00;151,80;10,45;916,00;896,00;28;;65,9;Лист6_Simple_CS_only
368,00;0,00;0,00;0,00;151,80;13,10;910,00;890,00;28;;64,8;Лист6_Simple_CS_only
480,00;0,00;0,00;0,00;182,40;3,17;871,00;851,00;28;;47;Лист6_Simple_CS_only
322,00;0,00;0,00;0,00;174,80;5,78;885,00;867,00;28;;53,8;Лист6_Simple_CS_only
368,00;0,00;0,00;0,00;174,80;6,26;880,00;861,00;28;;51,3;Лист6_Simple_CS_only
368,00;0,00;0,00;0,00;151,80;15,70;910,00;890,00;28;;64,2;Лист6_Simple_CS_only
480,00;0,00;0,00;0,00;158,40;8,64;903,00;883,00;28;;63,2;Лист6_Simple_CS_only
322,00;0,00;0,00;0,00;151,80;13,87;916,00;896,00;28;;74,2;Лист6_Simple_CS_only
368,00;0,00;0,00;0,00;151,80;8,24;910,00;890,00;28;;71,5;Лист6_Simple_CS_only
480,00;0,00;0,00;0,00;158,40;5,88;903,00;883,00;28;;70;Лист6_Simple_CS_only
322,00;0,00;0,00;0,00;151,80;7,99;916,00;896,00;28;;77;Лист6_Simple_CS_only
322,00;0,00;0,00;0,00;174,80;7,47;885,00;867,00;28;;67,4;Лист6_Simple_CS_only
480,00;0,00;0,00;0,00;182,40;5,93;871,00;851,00;28;;58,1;Лист6_Simple_CS_only
368,00;0,00;0,00;0,00;174,80;8,24;880,00;861,00;28;;59,2;Лист6_Simple_CS_only
276,00;0,00;0,00;0,00;204,00;9,18;808,00;961,00;28;;31,64;Лист6_Simple_CS_only
276,00;0,00;0,00;0,00;204,00;9,94;808,00;961,00;28;;31,87;Лист6_Simple_CS_only
276,00;0,00;0,00;0,00;204,00;10,69;808,00;961,00;28;;31,14;Лист6_Simple_CS_only
276,00;0,00;0,00;0,00;204,00;11,34;808,00;961,00;28;;32,28;Лист6_Simple_CS_only
276,00;0,00;0,00;0,00;204,00;12,10;808,00;961,00;28;;32,87;Лист6_Simple_CS_only
276,00;0,00;0,00;0,00;204,00;12,85;808,00;961,00;28;;32,2;Лист6_Simple_CS_only
412,00;0,00;0,00;0,00;193,00;14,85;781,00;913,00;28;;52,9;Лист6_Simple_CS_only
412,00;0,00;0,00;0,00;193,00;15,66;781,00;913,00;28;;53,43;Лист6_Simple_CS_only
412,00;0,00;0,00;0,00;193,00;15,88;781,00;913,00;28;;54,05;Лист6_Simple_CS_only
412,00;0,00;0,00;0,00;193,00;16,47;781,00;913,00;28;;54,26;Лист6_Simple_CS_only
412,00;0,00;0,00;0,00;193,00;17,28;781,00;913,00;28;;53,52;Лист6_Simple_CS_only
412,00;0,00;0,00;0,00;193,00;18,58;781,00;913,00;28;;31,64;Лист6_Simple_CS_only
276,00;0,00;0,00;0,00;204,00;9,18;808,00;961,00;28;;31,7;Лист6_Simple_CS_only
276,00;0,00;0,00;0,00;204,00;9,94;808,00;961,00;28;;31,77;Лист6_Simple_CS_only
276,00;0,00;0,00;0,00;204,00;10,69;808,00;961,00;28;;31,82;Лист6_Simple_CS_only
276,00;0,00;0,00;0,00;204,00;12,10;808,00;961,00;28;;31,71;Лист6_Simple_CS_only
276,00;0,00;0,00;0,00;204,00;12,85;808,00;961,00;28;;52,9;Лист6_Simple_CS_only
412,00;0,00;0,00;0,00;193,00;14,85;781,00;913,00;28;;52,28;Лист6_Simple_CS_only
412,00;0,00;0,00;0,00;193,00;15,66;781,00;913,00;28;;52,54;Лист6_Simple_CS_only
412,00;0,00;0,00;0,00;193,00;15,88;781,00;913,00;28;;52,98;Лист6_Simple_CS_only
412,00;0,00;0,00;0,00;193,00;16,47;781,00;913,00;28;;53,87;Лист6_Simple_CS_only
412,00;0,00;0,00;0,00;193,00;17,28;781,00;913,00;28;;52,94;Лист6_Simple_CS_only
412,00;0,00;0,00;0,00;193,00;18,58;781,00;913,00;28;;29,87;Лист6_Simple_CS_only
276,00;0,00;0,00;0,00;204,00;9,18;774,00;969,00;28;;30,58;Лист6_Simple_CS_only
276,00;0,00;0,00;0,00;204,00;12,10;774,00;969,00;28;;31,69;Лист6_Simple_CS_only
276,00;0,00;0,00;0,00;204,00;12,10;774,00;969,00;28;;28,24;Лист6_Simple_CS_only
276,00;0,00;0,00;0,00;204,00;9,18;735,00;978,00;28;;29,16;Лист6_Simple_CS_only
276,00;0,00;0,00;0,00;204,00;12,10;735,00;978,00;28;;30,12;Лист6_Simple_CS_only
276,00;0,00;0,00;0,00;204,00;12,10;735,00;978,00;28;;49,68;Лист6_Simple_CS_only
412,00;0,00;0,00;0,00;193,00;14,85;744,00;934,00;28;;50,64;Лист6_Simple_CS_only
412,00;0,00;0,00;0,00;193,00;17,28;744,00;934,00;28;;51,82;Лист6_Simple_CS_only
412,00;0,00;0,00;0,00;193,00;17,28;744,00;934,00;28;;47,06;Лист6_Simple_CS_only
412,00;0,00;0,00;0,00;193,00;14,85;707,00;944,00;28;;48,52;Лист6_Simple_CS_only
412,00;0,00;0,00;0,00;193,00;17,28;707,00;944,00;28;;49,26;Лист6_Simple_CS_only
412,00;0,00;0,00;0,00;193,00;17,28;707,00;944,00;28;;67,58;Лист6_Simple_CS_only
430,00;0,00;0,00;0,00;185,00;5,40;715,00;1 050,00;28;;65,19;Лист6_Simple_CS_only
430,00;0,00;0,00;0,00;185,00;5,40;700,00;1 050,00;28;;64,18;Лист6_Simple_CS_only
430,00;0,00;0,00;0,00;185,00;5,40;690,00;1 100,00;28;;68,53;Лист6_Simple_CS_only
430,00;0,00;0,00;0,00;185,00;6,48;715,00;1 050,00;28;;66,25;Лист6_Simple_CS_only
430,00;0,00;0,00;0,00;185,00;7,24;700,00;1 050,00;28;;65,38;Лист6_Simple_CS_only
430,00;0,00;0,00;0,00;185,00;7,56;690,00;1 100,00;28;;68,12;Лист6_Simple_CS_only
430,00;0,00;0,00;0,00;185,00;7,02;715,00;1 050,00;28;;65,61;Лист6_Simple_CS_only
430,00;0,00;0,00;0,00;185,00;7,56;700,00;1 050,00;28;;64,75;Лист6_Simple_CS_only
430,00;0,00;0,00;0,00;185,00;8,10;690,00;1 100,00;28;;37;Лист6_Simple_CS_only
340,00;0,00;0,00;0,00;190,00;7,56;815,00;920,00;28;;34,9;Лист6_Simple_CS_only
340,00;0,00;0,00;0,00;190,00;7,56;800,00;920,00;28;;32,5;Лист6_Simple_CS_only
340,00;0,00;0,00;0,00;190,00;7,56;795,00;950,00;28;;32,5;Лист6_Simple_CS_only
340,00;0,00;0,00;0,00;190,00;8,64;815,00;920,00;28;;37,25;Лист6_Simple_CS_only
340,00;0,00;0,00;0,00;190,00;8,64;800,00;950,00;28;;35,31;Лист6_Simple_CS_only
340,00;0,00;0,00;0,00;190,00;8,64;795,00;950,00;28;;32,78;Лист6_Simple_CS_only
340,00;0,00;0,00;0,00;190,00;8,64;815,00;920,00;28;;36,85;Лист6_Simple_CS_only
340,00;0,00;0,00;0,00;190,00;9,18;800,00;920,00;28;;35,19;Лист6_Simple_CS_only
340,00;0,00;0,00;0,00;190,00;9,18;795,00;950,00;28;;32,46;Лист6_Simple_CS_only
360,00;0,00;0,00;0,00;180,00;8,64;815,00;920,00;28;;42;Лист6_Simple_CS_only
360,00;0,00;0,00;0,00;180,00;8,64;790,00;935,00;28;;40,7;Лист6_Simple_CS_only
360,00;0,00;0,00;0,00;180,00;8,64;815,00;945,00;28;;38,5;Лист6_Simple_CS_only
360,00;0,00;0,00;0,00;180,00;9,18;790,00;920,00;28;;42,46;Лист6_Simple_CS_only
360,00;0,00;0,00;0,00;180,00;9,18;790,00;935,00;28;;41,25;Лист6_Simple_CS_only
360,00;0,00;0,00;0,00;180,00;9,18;815,00;945,00;28;;38,95;Лист6_Simple_CS_only
360,00;0,00;0,00;0,00;180,00;9,72;790,00;920,00;28;;42,12;Лист6_Simple_CS_only
360,00;0,00;0,00;0,00;180,00;9,72;790,00;935,00;28;;40,98;Лист6_Simple_CS_only
360,00;0,00;0,00;0,00;180,00;9,72;790,00;945,00;28;;38,54;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;210,00;7,56;815,00;920,00;28;;55;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;210,00;7,56;780,00;940,00;28;;53,72;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;210,00;7,56;780,00;955,00;28;;51,4;Лист6_Simple_CS_only
